,YEAR,LOCATION,STATE_FIPS,COUNTY_FIPS,YIELD,AREA,TOTAL_YIELD
3832,2020,"OHIO, SOUTH CENTRAL, LAWRENCE",39,87,156.8,1000,156800.0
3833,2020,"OHIO, SOUTH CENTRAL, PIKE",39,131,174.8,11200,1957760.0000000002
3834,2020,"OHIO, SOUTH CENTRAL, SCIOTO",39,145,157.6,7800,1229280.0
3835,2020,"OHIO, SOUTHEAST, ATHENS",39,9,151.0,2100,317100.0
3836,2020,"OHIO, SOUTHEAST, GUERNSEY",39,59,152.5,2800,427000.0
3837,2020,"OHIO, SOUTHEAST, MEIGS",39,105,141.1,2530,356983.0
3838,2020,"OHIO, SOUTHEAST, MONROE",39,111,121.0,310,37510.0
3839,2020,"OHIO, SOUTHEAST, MORGAN",39,115,158.8,3200,508160.00000000006
3840,2020,"OHIO, SOUTHEAST, MUSKINGUM",39,119,168.1,13800,2319780.0
3841,2020,"OHIO, SOUTHEAST, PERRY",39,127,166.9,15100,2520190.0
3842,2020,"OHIO, SOUTHEAST, VINTON",39,163,170.8,1300,222040.00000000003
3843,2020,"OHIO, SOUTHEAST, WASHINGTON",39,167,159.4,6300,1004220.0
3844,2020,"OHIO, SOUTHWEST, BUTLER",39,17,167.2,24800,4146559.9999999995
3845,2020,"OHIO, SOUTHWEST, CLINTON",39,27,199.8,67200,13426560.0
3846,2020,"OHIO, SOUTHWEST, GREENE",39,57,186.9,57000,10653300.0
3847,2020,"OHIO, SOUTHWEST, HAMILTON",39,61,180.1,2870,516887.0
3848,2020,"OHIO, SOUTHWEST, MONTGOMERY",39,113,169.4,35000,5929000.0
3849,2020,"OHIO, SOUTHWEST, PREBLE",39,135,196.9,71900,14157110.0
3850,2020,"OHIO, SOUTHWEST, WARREN",39,165,176.7,15300,2703510.0
3851,2020,"OHIO, WEST CENTRAL, AUGLAIZE",39,11,172.8,72300,12493440.0
3852,2020,"OHIO, WEST CENTRAL, CHAMPAIGN",39,21,168.7,87000,14676899.999999998
3853,2020,"OHIO, WEST CENTRAL, CLARK",39,23,183.6,59000,10832400.0
3854,2020,"OHIO, WEST CENTRAL, DARKE",39,37,195.8,128000,25062400.0
3855,2020,"OHIO, WEST CENTRAL, HARDIN",39,65,159.7,82000,13095399.999999998
3856,2020,"OHIO, WEST CENTRAL, LOGAN",39,91,174.6,67300,11750580.0
3857,2020,"OHIO, WEST CENTRAL, MERCER",39,107,185.2,87300,16167959.999999998
3858,2020,"OHIO, WEST CENTRAL, MIAMI",39,109,190.1,72000,13687200.0
3859,2020,"OHIO, WEST CENTRAL, SHELBY",39,149,187.6,71000,13319600.0
3860,2020,"OKLAHOMA, CENTRAL, MCCLAIN",40,87,84.1,5360,450775.99999999994
3861,2020,"OKLAHOMA, CENTRAL, OKFUSKEE",40,107,111.0,770,85470.0
3862,2020,"OKLAHOMA, CENTRAL, OKLAHOMA",40,109,155.2,860,133472.0
3863,2020,"OKLAHOMA, CENTRAL, POTTAWATOMIE",40,125,122.0,3130,381860.0
3864,2020,"OKLAHOMA, EAST CENTRAL, HUGHES",40,63,118.8,560,66528.0
3865,2020,"OKLAHOMA, EAST CENTRAL, MUSKOGEE",40,101,144.2,6510,938741.9999999999
3866,2020,"OKLAHOMA, NORTH CENTRAL, GARFIELD",40,47,78.4,19400,1520960.0
3867,2020,"OKLAHOMA, NORTH CENTRAL, GRANT",40,53,51.3,10500,538650.0
3868,2020,"OKLAHOMA, NORTH CENTRAL, KAY",40,71,70.1,22800,1598279.9999999998
3869,2020,"OKLAHOMA, NORTH CENTRAL, MAJOR",40,93,183.4,6610,1212274.0
3870,2020,"OKLAHOMA, NORTH CENTRAL, NOBLE",40,103,52.3,9950,520385.0
3871,2020,"OKLAHOMA, NORTHEAST, CRAIG",40,35,72.1,2370,170877.0
3872,2020,"OKLAHOMA, NORTHEAST, DELAWARE",40,41,99.0,1300,128700.0
3873,2020,"OKLAHOMA, NORTHEAST, MAYES",40,97,77.4,1580,122292.00000000001
3874,2020,"OKLAHOMA, NORTHEAST, OTTAWA",40,115,68.7,9530,654711.0
3875,2020,"OKLAHOMA, NORTHEAST, ROGERS",40,131,78.3,460,36018.0
3876,2020,"OKLAHOMA, NORTHEAST, WAGONER",40,145,106.1,5900,625990.0
3877,2020,"OKLAHOMA, NORTHEAST, WASHINGTON",40,147,73.1,830,60672.99999999999
3878,2020,"OKLAHOMA, PANHANDLE, BEAVER",40,7,180.3,9320,1680396.0
3879,2020,"OKLAHOMA, PANHANDLE, CIMARRON",40,25,178.9,29400,5259660.0
3880,2020,"OKLAHOMA, PANHANDLE, ELLIS",40,45,174.5,2820,492090.0
3881,2020,"OKLAHOMA, PANHANDLE, TEXAS",40,139,192.9,102700,19810830.0
3882,2020,"OKLAHOMA, SOUTH CENTRAL, GARVIN",40,49,92.6,5410,500965.99999999994
3883,2020,"OKLAHOMA, SOUTHEAST, CHOCTAW",40,23,138.0,2450,338100.0
3884,2020,"OKLAHOMA, SOUTHWEST, CADDO",40,15,172.6,5150,888890.0
3885,2020,"OKLAHOMA, SOUTHWEST, TILLMAN",40,141,40.2,9860,396372.0
3886,2020,"OKLAHOMA, WEST CENTRAL, BLAINE",40,11,98.4,500,49200.0
3887,2020,"OKLAHOMA, WEST CENTRAL, CUSTER",40,39,105.8,2080,220064.0
3888,2020,"PENNSYLVANIA, CENTRAL, BLAIR",42,13,112.8,7210,813288.0
3889,2020,"PENNSYLVANIA, CENTRAL, CAMBRIA",42,21,105.8,11700,1237860.0
3890,2020,"PENNSYLVANIA, CENTRAL, CENTRE",42,27,93.8,18100,1697780.0
3891,2020,"PENNSYLVANIA, CENTRAL, CLEARFIELD",42,33,83.3,4660,388178.0
3892,2020,"PENNSYLVANIA, CENTRAL, COLUMBIA",42,37,108.7,22200,2413140.0
3893,2020,"PENNSYLVANIA, CENTRAL, DAUPHIN",42,43,109.6,18800,2060480.0
3894,2020,"PENNSYLVANIA, CENTRAL, HUNTINGDON",42,61,108.6,9120,990432.0
3895,2020,"PENNSYLVANIA, CENTRAL, JUNIATA",42,67,86.6,11300,978579.9999999999
3896,2020,"PENNSYLVANIA, CENTRAL, MIFFLIN",42,87,104.3,11200,1168160.0
3897,2020,"PENNSYLVANIA, CENTRAL, MONTOUR",42,93,111.3,8290,922677.0
3898,2020,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",42,97,114.7,32900,3773630.0
3899,2020,"PENNSYLVANIA, CENTRAL, PERRY",42,99,95.7,13400,1282380.0
3900,2020,"PENNSYLVANIA, CENTRAL, SNYDER",42,109,109.7,16800,1842960.0
3901,2020,"PENNSYLVANIA, CENTRAL, UNION",42,119,112.3,5540,622142.0
3902,2020,"PENNSYLVANIA, EAST CENTRAL, LEHIGH",42,77,171.3,17000,2912100.0
3903,2020,"PENNSYLVANIA, EAST CENTRAL, LUZERNE",42,79,145.2,9080,1318416.0
3904,2020,"PENNSYLVANIA, EAST CENTRAL, NORTHAMPTON",42,95,156.4,24700,3863080.0
3905,2020,"PENNSYLVANIA, EAST CENTRAL, SCHUYLKILL",42,107,126.2,22300,2814260.0
3906,2020,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",42,15,94.8,18600,1763280.0
3907,2020,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",42,81,131.0,20400,2672400.0
3908,2020,"PENNSYLVANIA, NORTH CENTRAL, SULLIVAN",42,113,120.2,410,49282.0
3909,2020,"PENNSYLVANIA, NORTH CENTRAL, TIOGA",42,117,104.2,9190,957598.0
3910,2020,"PENNSYLVANIA, NORTHEASTERN, LACKAWANNA",42,69,113.2,190,21508.0
3911,2020,"PENNSYLVANIA, NORTHEASTERN, WAYNE",42,127,124.0,150,18600.0
3912,2020,"PENNSYLVANIA, NORTHEASTERN, WYOMING",42,131,128.7,2720,350063.99999999994
3913,2020,"PENNSYLVANIA, NORTHWESTERN, CRAWFORD",42,39,151.5,30100,4560150.0
3914,2020,"PENNSYLVANIA, NORTHWESTERN, ERIE",42,49,145.3,18100,2629930.0
3915,2020,"PENNSYLVANIA, NORTHWESTERN, FOREST",42,53,144.9,490,71001.0
3916,2020,"PENNSYLVANIA, NORTHWESTERN, MERCER",42,85,164.8,31400,5174720.0
3917,2020,"PENNSYLVANIA, NORTHWESTERN, VENANGO",42,121,143.8,6170,887246.0000000001
3918,2020,"PENNSYLVANIA, NORTHWESTERN, WARREN",42,123,128.0,4830,618240.0
3919,2020,"PENNSYLVANIA, SOUTH CENTRAL, ADAMS",42,1,137.5,25700,3533750.0
3920,2020,"PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",42,9,137.3,15400,2114420.0
3921,2020,"PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",42,41,134.6,20700,2786220.0
3922,2020,"PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",42,55,141.9,28100,3987390.0
3923,2020,"PENNSYLVANIA, SOUTH CENTRAL, FULTON",42,57,116.8,7480,873664.0
3924,2020,"PENNSYLVANIA, SOUTH CENTRAL, YORK",42,133,157.7,92500,14587249.999999998
3925,2020,"PENNSYLVANIA, SOUTHEASTERN, BERKS",42,11,162.6,32800,5333280.0
3926,2020,"PENNSYLVANIA, SOUTHEASTERN, BUCKS",42,17,138.7,10600,1470219.9999999998
3927,2020,"PENNSYLVANIA, SOUTHEASTERN, CHESTER",42,29,193.2,23000,4443600.0
3928,2020,"PENNSYLVANIA, SOUTHEASTERN, LANCASTER",42,71,197.7,61600,12178320.0
3929,2020,"PENNSYLVANIA, SOUTHEASTERN, LEBANON",42,75,180.3,19700,3551910.0
3930,2020,"PENNSYLVANIA, SOUTHEASTERN, MONTGOMERY",42,91,147.3,4780,704094.0
3931,2020,"PENNSYLVANIA, SOUTHWESTERN, FAYETTE",42,51,76.2,8790,669798.0
3932,2020,"PENNSYLVANIA, SOUTHWESTERN, GREENE",42,59,104.9,650,68185.0
3933,2020,"PENNSYLVANIA, SOUTHWESTERN, SOMERSET",42,111,132.2,23700,3133139.9999999995
3934,2020,"PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",42,125,108.7,2310,251097.0
3935,2020,"PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",42,129,108.9,11400,1241460.0
3936,2020,"PENNSYLVANIA, WEST CENTRAL, ARMSTRONG",42,5,107.4,14300,1535820.0
3937,2020,"PENNSYLVANIA, WEST CENTRAL, BEAVER",42,7,103.9,4060,421834.0
3938,2020,"PENNSYLVANIA, WEST CENTRAL, BUTLER",42,19,116.3,17200,2000360.0
3939,2020,"PENNSYLVANIA, WEST CENTRAL, CLARION",42,31,117.3,7900,926670.0
3940,2020,"PENNSYLVANIA, WEST CENTRAL, INDIANA",42,63,113.7,26700,3035790.0
3941,2020,"PENNSYLVANIA, WEST CENTRAL, JEFFERSON",42,65,127.0,9630,1223010.0
3942,2020,"PENNSYLVANIA, WEST CENTRAL, LAWRENCE",42,73,148.7,14400,2141280.0
3943,2020,"SOUTH CAROLINA, CENTRAL, CALHOUN",45,17,156.6,9510,1489266.0
3944,2020,"SOUTH CAROLINA, CENTRAL, CLARENDON",45,27,142.6,40400,5761040.0
3945,2020,"SOUTH CAROLINA, CENTRAL, LEE",45,61,138.3,31100,4301130.0
3946,2020,"SOUTH CAROLINA, CENTRAL, LEXINGTON",45,63,155.8,4410,687078.0
3947,2020,"SOUTH CAROLINA, CENTRAL, ORANGEBURG",45,75,147.6,37600,5549760.0
3948,2020,"SOUTH CAROLINA, CENTRAL, RICHLAND",45,79,177.8,6520,1159256.0
3949,2020,"SOUTH CAROLINA, CENTRAL, SUMTER",45,85,154.2,31400,4841880.0
3950,2020,"SOUTH CAROLINA, EASTERN, CHESTERFIELD",45,25,123.7,7510,928987.0
3951,2020,"SOUTH CAROLINA, EASTERN, DARLINGTON",45,31,107.5,17800,1913500.0
3952,2020,"SOUTH CAROLINA, EASTERN, DILLON",45,33,126.1,25300,3190330.0
3953,2020,"SOUTH CAROLINA, EASTERN, FLORENCE",45,41,106.6,21900,2334540.0
3954,2020,"SOUTH CAROLINA, EASTERN, HORRY",45,51,132.1,20400,2694840.0
3955,2020,"SOUTH CAROLINA, EASTERN, MARION",45,67,139.2,11500,1600799.9999999998
3956,2020,"SOUTH CAROLINA, EASTERN, MARLBORO",45,69,121.8,15800,1924440.0
3957,2020,"SOUTH CAROLINA, EASTERN, WILLIAMSBURG",45,89,109.4,22000,2406800.0
3958,2020,"SOUTH CAROLINA, NORTHWEST, ANDERSON",45,7,116.3,1040,120952.0
3959,2020,"SOUTH CAROLINA, NORTHWEST, OCONEE",45,73,119.5,560,66920.0
3960,2020,"SOUTH CAROLINA, SOUTHERN, ALLENDALE",45,5,91.0,7850,714350.0
3961,2020,"SOUTH CAROLINA, SOUTHERN, BAMBERG",45,9,139.2,7670,1067664.0
3962,2020,"SOUTH CAROLINA, SOUTHERN, BARNWELL",45,11,115.6,4930,569908.0
3963,2020,"SOUTH CAROLINA, SOUTHERN, BERKELEY",45,15,85.1,2080,177008.0
3964,2020,"SOUTH CAROLINA, SOUTHERN, CHARLESTON",45,19,105.8,840,88872.0
3965,2020,"SOUTH CAROLINA, SOUTHERN, COLLETON",45,29,89.2,5270,470084.0
3966,2020,"SOUTH CAROLINA, SOUTHERN, DORCHESTER",45,35,125.4,7090,889086.0
3967,2020,"SOUTH CAROLINA, SOUTHERN, HAMPTON",45,49,134.3,7020,942786.0000000001
3968,2020,"SOUTH CAROLINA, WEST CENTRAL, AIKEN",45,3,183.5,5760,1056960.0
3969,2020,"SOUTH CAROLINA, WEST CENTRAL, EDGEFIELD",45,37,49.2,920,45264.0
3970,2020,"SOUTH CAROLINA, WEST CENTRAL, NEWBERRY",45,71,109.3,2050,224065.0
3971,2020,"SOUTH CAROLINA, WEST CENTRAL, SALUDA",45,81,88.3,1310,115673.0
3972,2020,"SOUTH DAKOTA, CENTRAL, AURORA",46,3,169.3,74900,12680570.0
3973,2020,"SOUTH DAKOTA, CENTRAL, BEADLE",46,5,171.7,144200,24759140.0
3974,2020,"SOUTH DAKOTA, CENTRAL, BRULE",46,15,160.2,70800,11342160.0
3975,2020,"SOUTH DAKOTA, CENTRAL, BUFFALO",46,17,159.3,22400,3568320.0000000005
3976,2020,"SOUTH DAKOTA, CENTRAL, HAND",46,59,143.1,130100,18617310.0
3977,2020,"SOUTH DAKOTA, CENTRAL, HUGHES",46,65,128.9,44500,5736050.0
3978,2020,"SOUTH DAKOTA, CENTRAL, HYDE",46,69,156.0,42900,6692400.0
3979,2020,"SOUTH DAKOTA, CENTRAL, JERAULD",46,73,156.5,38400,6009600.0
3980,2020,"SOUTH DAKOTA, CENTRAL, SULLY",46,119,148.0,97000,14356000.0
3981,2020,"SOUTH DAKOTA, EAST CENTRAL, BROOKINGS",46,11,190.6,129400,24663640.0
3982,2020,"SOUTH DAKOTA, EAST CENTRAL, DAVISON",46,35,164.7,61700,10161990.0
3983,2020,"SOUTH DAKOTA, EAST CENTRAL, HANSON",46,61,167.5,71900,12043250.0
3984,2020,"SOUTH DAKOTA, EAST CENTRAL, KINGSBURY",46,77,180.5,122300,22075150.0
3985,2020,"SOUTH DAKOTA, EAST CENTRAL, LAKE",46,79,184.2,107100,19727820.0
3986,2020,"SOUTH DAKOTA, EAST CENTRAL, MCCOOK",46,87,175.0,108000,18900000.0
3987,2020,"SOUTH DAKOTA, EAST CENTRAL, MINER",46,97,162.1,76500,12400650.0
3988,2020,"SOUTH DAKOTA, EAST CENTRAL, MINNEHAHA",46,99,182.8,142100,25975880.0
3989,2020,"SOUTH DAKOTA, EAST CENTRAL, MOODY",46,101,194.2,113900,22119380.0
3990,2020,"SOUTH DAKOTA, EAST CENTRAL, SANBORN",46,111,156.1,45400,7086940.0
3991,2020,"SOUTH DAKOTA, NORTH CENTRAL, BROWN",46,13,164.4,149100,24512040.0
3992,2020,"SOUTH DAKOTA, NORTH CENTRAL, CAMPBELL",46,21,126.9,45300,5748570.0
3993,2020,"SOUTH DAKOTA, NORTH CENTRAL, EDMUNDS",46,45,144.5,104700,15129150.0
3994,2020,"SOUTH DAKOTA, NORTH CENTRAL, FAULK",46,49,158.8,94700,15038360.000000002
3995,2020,"SOUTH DAKOTA, NORTH CENTRAL, MCPHERSON",46,89,144.2,45800,6604359.999999999
3996,2020,"SOUTH DAKOTA, NORTH CENTRAL, POTTER",46,107,140.9,66100,9313490.0
3997,2020,"SOUTH DAKOTA, NORTH CENTRAL, SPINK",46,115,177.9,189000,33623100.0
3998,2020,"SOUTH DAKOTA, NORTH CENTRAL, WALWORTH",46,129,151.0,53000,8003000.0
3999,2020,"SOUTH DAKOTA, NORTHEAST, CLARK",46,25,174.6,99200,17320320.0
4000,2020,"SOUTH DAKOTA, NORTHEAST, CODINGTON",46,29,180.7,70400,12721280.0
4001,2020,"SOUTH DAKOTA, NORTHEAST, DAY",46,37,164.0,64600,10594400.0
4002,2020,"SOUTH DAKOTA, NORTHEAST, DEUEL",46,39,178.2,82500,14701499.999999998
4003,2020,"SOUTH DAKOTA, NORTHEAST, GRANT",46,51,169.3,102800,17404040.0
4004,2020,"SOUTH DAKOTA, NORTHEAST, HAMLIN",46,57,184.9,84200,15568580.0
4005,2020,"SOUTH DAKOTA, NORTHEAST, MARSHALL",46,91,166.2,46600,7744919.999999999
4006,2020,"SOUTH DAKOTA, NORTHEAST, ROBERTS",46,109,168.1,127700,21466370.0
4007,2020,"SOUTH DAKOTA, NORTHWEST, BUTTE",46,19,97.8,2260,221028.0
4008,2020,"SOUTH DAKOTA, NORTHWEST, CORSON",46,31,93.1,43200,4021919.9999999995
4009,2020,"SOUTH DAKOTA, NORTHWEST, DEWEY",46,41,84.4,24300,2050920.0000000002
4010,2020,"SOUTH DAKOTA, NORTHWEST, ZIEBACH",46,137,92.9,12800,1189120.0
4011,2020,"SOUTH DAKOTA, SOUTH CENTRAL, GREGORY",46,53,129.7,47200,6121839.999999999
4012,2020,"SOUTH DAKOTA, SOUTH CENTRAL, JONES",46,75,91.6,20600,1886959.9999999998
4013,2020,"SOUTH DAKOTA, SOUTH CENTRAL, LYMAN",46,85,113.6,46800,5316480.0
4014,2020,"SOUTH DAKOTA, SOUTH CENTRAL, MELLETTE",46,95,70.8,7890,558612.0
4015,2020,"SOUTH DAKOTA, SOUTH CENTRAL, TRIPP",46,123,118.5,65300,7738050.0
4016,2020,"SOUTH DAKOTA, SOUTHEAST, BON HOMME",46,9,172.6,89100,15378660.0
4017,2020,"SOUTH DAKOTA, SOUTHEAST, CHARLES MIX",46,23,161.0,118300,19046300.0
4018,2020,"SOUTH DAKOTA, SOUTHEAST, CLAY",46,27,187.3,96900,18149370.0
4019,2020,"SOUTH DAKOTA, SOUTHEAST, DOUGLAS",46,43,182.8,60300,11022840.0
4020,2020,"SOUTH DAKOTA, SOUTHEAST, HUTCHINSON",46,67,173.9,140600,24450340.0
4021,2020,"SOUTH DAKOTA, SOUTHEAST, LINCOLN",46,83,161.0,129300,20817300.0
4022,2020,"SOUTH DAKOTA, SOUTHEAST, TURNER",46,125,177.0,134900,23877300.0
4023,2020,"SOUTH DAKOTA, SOUTHEAST, UNION",46,127,186.4,109000,20317600.0
4024,2020,"SOUTH DAKOTA, SOUTHEAST, YANKTON",46,135,171.3,85000,14560500.000000002
4025,2020,"SOUTH DAKOTA, SOUTHWEST, BENNETT",46,7,77.8,23800,1851640.0
4026,2020,"SOUTH DAKOTA, SOUTHWEST, FALL RIVER",46,47,100.0,2320,232000.0
4027,2020,"SOUTH DAKOTA, SOUTHWEST, OGLALA LAKOTA",46,102,51.9,7550,391845.0
4028,2020,"SOUTH DAKOTA, WEST CENTRAL, HAAKON",46,55,60.9,30000,1827000.0
4029,2020,"SOUTH DAKOTA, WEST CENTRAL, MEADE",46,93,45.8,8280,379224.0
4030,2020,"TENNESSEE, CENTRAL BASIN, BEDFORD",47,3,142.7,6940,990337.9999999999
4031,2020,"TENNESSEE, CENTRAL BASIN, CANNON",47,15,158.1,5730,905913.0
4032,2020,"TENNESSEE, CENTRAL BASIN, GILES",47,55,196.7,15000,2950500.0
4033,2020,"TENNESSEE, CENTRAL BASIN, JACKSON",47,87,162.8,760,123728.00000000001
4034,2020,"TENNESSEE, CENTRAL BASIN, LINCOLN",47,103,181.1,20100,3640110.0
4035,2020,"TENNESSEE, CENTRAL BASIN, MACON",47,111,170.5,5500,937750.0
4036,2020,"TENNESSEE, CENTRAL BASIN, MARSHALL",47,117,169.9,5090,864791.0
4037,2020,"TENNESSEE, CENTRAL BASIN, MAURY",47,119,178.4,9440,1684096.0
4038,2020,"TENNESSEE, CENTRAL BASIN, RUTHERFORD",47,149,154.6,6450,997170.0
4039,2020,"TENNESSEE, CENTRAL BASIN, SMITH",47,159,161.5,4100,662150.0
4040,2020,"TENNESSEE, CENTRAL BASIN, SUMNER",47,165,187.6,11200,2101120.0
4041,2020,"TENNESSEE, CENTRAL BASIN, TROUSDALE",47,169,160.7,1630,261940.99999999997
4042,2020,"TENNESSEE, CENTRAL BASIN, WILLIAMSON",47,187,178.7,3000,536100.0
4043,2020,"TENNESSEE, CENTRAL BASIN, WILSON",47,189,160.7,1400,224979.99999999997
4044,2020,"TENNESSEE, CUMBERLAND PLATEAU, BLEDSOE",47,7,175.3,3600,631080.0
4045,2020,"TENNESSEE, CUMBERLAND PLATEAU, COFFEE",47,31,160.9,19000,3057100.0
4046,2020,"TENNESSEE, CUMBERLAND PLATEAU, CUMBERLAND",47,35,156.0,900,140400.0
4047,2020,"TENNESSEE, CUMBERLAND PLATEAU, FRANKLIN",47,51,176.7,21100,3728369.9999999995
4048,2020,"TENNESSEE, CUMBERLAND PLATEAU, MARION",47,115,176.5,1320,232980.0
4049,2020,"TENNESSEE, CUMBERLAND PLATEAU, MORGAN",47,129,150.9,770,116193.0
4050,2020,"TENNESSEE, CUMBERLAND PLATEAU, OVERTON",47,133,158.3,1230,194709.0
4051,2020,"TENNESSEE, CUMBERLAND PLATEAU, PUTNAM",47,141,188.4,2070,389988.0
4052,2020,"TENNESSEE, CUMBERLAND PLATEAU, SEQUATCHIE",47,153,146.5,620,90830.0
4053,2020,"TENNESSEE, CUMBERLAND PLATEAU, VAN BUREN",47,175,160.0,630,100800.0
4054,2020,"TENNESSEE, CUMBERLAND PLATEAU, WARREN",47,177,165.8,10800,1790640.0000000002
4055,2020,"TENNESSEE, CUMBERLAND PLATEAU, WHITE",47,185,165.8,2950,489110.00000000006
4056,2020,"TENNESSEE, DELTA, DYER",47,45,171.4,26900,4610660.0
4057,2020,"TENNESSEE, DELTA, LAKE",47,95,171.2,10000,1712000.0
4058,2020,"TENNESSEE, DELTA, LAUDERDALE",47,97,168.2,16100,2708020.0
4059,2020,"TENNESSEE, DELTA, OBION",47,131,176.8,67700,11969360.0
4060,2020,"TENNESSEE, DELTA, TIPTON",47,167,178.6,31800,5679480.0
4061,2020,"TENNESSEE, EAST TENNESSEE, BLOUNT",47,9,139.9,1100,153890.0
4062,2020,"TENNESSEE, EAST TENNESSEE, BRADLEY",47,11,132.8,1890,250992.00000000003
4063,2020,"TENNESSEE, EAST TENNESSEE, CAMPBELL",47,13,136.8,370,50616.00000000001
4064,2020,"TENNESSEE, EAST TENNESSEE, COCKE",47,29,175.0,1640,287000.0
4065,2020,"TENNESSEE, EAST TENNESSEE, GRAINGER",47,57,108.2,440,47608.0
4066,2020,"TENNESSEE, EAST TENNESSEE, GREENE",47,59,154.3,4000,617200.0
4067,2020,"TENNESSEE, EAST TENNESSEE, HAMBLEN",47,63,116.8,1900,221920.0
4068,2020,"TENNESSEE, EAST TENNESSEE, MCMINN",47,107,135.1,3650,493115.0
4069,2020,"TENNESSEE, EAST TENNESSEE, MONROE",47,123,123.3,4470,551151.0
4070,2020,"TENNESSEE, EAST TENNESSEE, SEVIER",47,155,165.3,170,28101.000000000004
4071,2020,"TENNESSEE, WEST TENNESSEE, BENTON",47,5,141.5,4020,568830.0
4072,2020,"TENNESSEE, WEST TENNESSEE, CARROLL",47,17,166.4,30700,5108480.0
4073,2020,"TENNESSEE, WEST TENNESSEE, CHESTER",47,23,155.0,3730,578150.0
4074,2020,"TENNESSEE, WEST TENNESSEE, CROCKETT",47,33,171.4,19900,3410860.0
4075,2020,"TENNESSEE, WEST TENNESSEE, DECATUR",47,39,168.6,1530,257958.0
4076,2020,"TENNESSEE, WEST TENNESSEE, FAYETTE",47,47,164.3,22700,3729610.0000000005
4077,2020,"TENNESSEE, WEST TENNESSEE, GIBSON",47,53,176.1,66100,11640210.0
4078,2020,"TENNESSEE, WEST TENNESSEE, HARDEMAN",47,69,154.6,10800,1669680.0
4079,2020,"TENNESSEE, WEST TENNESSEE, HARDIN",47,71,145.9,4620,674058.0
4080,2020,"TENNESSEE, WEST TENNESSEE, HAYWOOD",47,75,180.0,26600,4788000.0
4081,2020,"TENNESSEE, WEST TENNESSEE, HENDERSON",47,77,154.6,9550,1476430.0
4082,2020,"TENNESSEE, WEST TENNESSEE, HENRY",47,79,171.3,44000,7537200.000000001
4083,2020,"TENNESSEE, WEST TENNESSEE, MADISON",47,113,176.2,26500,4669300.0
4084,2020,"TENNESSEE, WEST TENNESSEE, MCNAIRY",47,109,133.3,3630,483879.00000000006
4085,2020,"TENNESSEE, WEST TENNESSEE, WEAKLEY",47,183,167.4,67000,11215800.0
4086,2020,"TENNESSEE, WESTERN RIM, CHEATHAM",47,21,169.8,1820,309036.0
4087,2020,"TENNESSEE, WESTERN RIM, DICKSON",47,43,173.1,1820,315042.0
4088,2020,"TENNESSEE, WESTERN RIM, HICKMAN",47,81,169.2,3440,582048.0
4089,2020,"TENNESSEE, WESTERN RIM, LAWRENCE",47,99,168.9,25400,4290060.0
4090,2020,"TENNESSEE, WESTERN RIM, MONTGOMERY",47,125,177.5,17100,3035250.0
4091,2020,"TENNESSEE, WESTERN RIM, PERRY",47,135,142.8,1340,191352.00000000003
4092,2020,"TENNESSEE, WESTERN RIM, ROBERTSON",47,147,189.6,38400,7280640.0
4093,2020,"TENNESSEE, WESTERN RIM, STEWART",47,161,146.1,2670,390087.0
4094,2020,"TENNESSEE, WESTERN RIM, WAYNE",47,181,135.4,5650,765010.0
4095,2020,"TEXAS, BLACKLANDS, BELL",48,27,94.2,64500,6075900.0
4096,2020,"TEXAS, BLACKLANDS, COLLIN",48,85,89.6,8230,737408.0
4097,2020,"TEXAS, BLACKLANDS, COOKE",48,97,77.0,1380,106260.0
4098,2020,"TEXAS, BLACKLANDS, ELLIS",48,139,96.7,25600,2475520.0
4099,2020,"TEXAS, BLACKLANDS, FALLS",48,145,87.7,54200,4753340.0
4100,2020,"TEXAS, BLACKLANDS, FANNIN",48,147,88.3,8000,706400.0
4101,2020,"TEXAS, BLACKLANDS, GRAYSON",48,181,72.6,13700,994619.9999999999
4102,2020,"TEXAS, BLACKLANDS, HILL",48,217,100.3,59800,5997940.0
4103,2020,"TEXAS, BLACKLANDS, JOHNSON",48,251,85.2,8690,740388.0
4104,2020,"TEXAS, BLACKLANDS, LAMAR",48,277,80.3,12900,1035870.0
4105,2020,"TEXAS, BLACKLANDS, MCLENNAN",48,309,91.2,42600,3885120.0
4106,2020,"TEXAS, BLACKLANDS, MILAM",48,331,92.3,30600,2824380.0
4107,2020,"TEXAS, BLACKLANDS, NAVARRO",48,349,101.6,12700,1290320.0
4108,2020,"TEXAS, BLACKLANDS, WILLIAMSON",48,491,87.7,89700,7866690.0
4109,2020,"TEXAS, COASTAL BEND, KLEBERG",48,273,49.8,3100,154380.0
4110,2020,"TEXAS, COASTAL BEND, NUECES",48,355,81.8,30000,2454000.0
4111,2020,"TEXAS, COASTAL BEND, REFUGIO",48,391,108.7,6070,659809.0
4112,2020,"TEXAS, COASTAL BEND, SAN PATRICIO",48,409,75.2,25000,1880000.0
