YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE"
2019,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,"CORN, GRAIN","185,500","33,371,000",179.9," "," "," "
2019,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,"CORN, GRAIN","114,600","20,791,000",181.4," "," "," "
2019,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,"CORN, GRAIN","101,400","18,089,000",178.4," "," "," "
2019,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,"CORN, GRAIN","155,400","27,400,000",176.3," "," "," "
2019,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,"CORN, GRAIN","134,000","19,937,000",148.8," "," "," "
2019,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,"CORN, GRAIN","156,700","27,271,000",174," "," "," "
2019,"MISSISSIPPI, CENTRAL, CARROLL",28,50,015,YEAR,"CORN, GRAIN","8,100","1,478,000",182.5," "," "," "
2019,"MISSISSIPPI, CENTRAL, HOLMES",28,50,051,YEAR,"CORN, GRAIN","25,800","4,743,000",183.8," "," "," "
2019,"MISSISSIPPI, CENTRAL, MADISON",28,50,089,YEAR,"CORN, GRAIN","11,900","1,795,000",150.8," "," "," "
2019,"MISSISSIPPI, CENTRAL, OTHER (COMBINED) COUNTIES",28,50," ",YEAR,"CORN, GRAIN","6,750","907,000",134.4," "," "," "
2019,"MISSISSIPPI, CENTRAL, RANKIN",28,50,121,YEAR,"CORN, GRAIN","3,000","443,000",147.7," "," "," "
2019,"MISSISSIPPI, CENTRAL, WEBSTER",28,50,155,YEAR,"CORN, GRAIN","1,650","256,000",155.2," "," "," "
2019,"MISSISSIPPI, EAST CENTRAL, CLAY",28,60,025,YEAR,"CORN, GRAIN","3,800","526,000",138.4," "," "," "
2019,"MISSISSIPPI, EAST CENTRAL, LOWNDES",28,60,087,YEAR,"CORN, GRAIN","9,000","1,195,000",132.8," "," "," "
2019,"MISSISSIPPI, EAST CENTRAL, MONROE",28,60,095,YEAR,"CORN, GRAIN","10,000","1,344,000",134.4," "," "," "
2019,"MISSISSIPPI, EAST CENTRAL, NOXUBEE",28,60,103,YEAR,"CORN, GRAIN","29,200","4,522,000",154.9," "," "," "
2019,"MISSISSIPPI, EAST CENTRAL, OTHER (COMBINED) COUNTIES",28,60," ",YEAR,"CORN, GRAIN","8,300","1,238,000",149.2," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, HUMPHREYS",28,40,053,YEAR,"CORN, GRAIN","24,700","4,613,000",186.8," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, ISSAQUENA",28,40,055,YEAR,"CORN, GRAIN","9,500","1,681,000",176.9," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, LEFLORE",28,40,083,YEAR,"CORN, GRAIN","62,100","11,804,000",190.1," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, SHARKEY",28,40,125,YEAR,"CORN, GRAIN","29,300","5,665,000",193.3," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, SUNFLOWER",28,40,133,YEAR,"CORN, GRAIN","67,200","12,262,000",182.5," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, WASHINGTON",28,40,151,YEAR,"CORN, GRAIN","64,700","11,960,000",184.9," "," "," "
2019,"MISSISSIPPI, LOWER DELTA, YAZOO",28,40,163,YEAR,"CORN, GRAIN","31,000","4,950,000",159.7," "," "," "
2019,"MISSISSIPPI, NORTH CENTRAL, BENTON",28,20,009,YEAR,"CORN, GRAIN","5,300","874,000",164.9," "," "," "
2019,"MISSISSIPPI, NORTH CENTRAL, CALHOUN",28,20,013,YEAR,"CORN, GRAIN","8,900","1,418,000",159.3," "," "," "
2019,"MISSISSIPPI, NORTH CENTRAL, LAFAYETTE",28,20,071,YEAR,"CORN, GRAIN","1,300","194,000",149.2," "," "," "
2019,"MISSISSIPPI, NORTH CENTRAL, OTHER (COMBINED) COUNTIES",28,20," ",YEAR,"CORN, GRAIN","16,900","2,754,000",163," "," "," "
2019,"MISSISSIPPI, NORTH CENTRAL, PANOLA",28,20,107,YEAR,"CORN, GRAIN","5,200","838,000",161.2," "," "," "
2019,"MISSISSIPPI, NORTH CENTRAL, TATE",28,20,137,YEAR,"CORN, GRAIN","8,000","1,578,000",197.3," "," "," "
2019,"MISSISSIPPI, NORTHEAST, ALCORN",28,30,003,YEAR,"CORN, GRAIN","6,900","1,070,000",155.1," "," "," "
2019,"MISSISSIPPI, NORTHEAST, LEE",28,30,081,YEAR,"CORN, GRAIN","4,300","631,000",146.7," "," "," "
2019,"MISSISSIPPI, NORTHEAST, OTHER (COMBINED) COUNTIES",28,30," ",YEAR,"CORN, GRAIN","8,700","1,279,000",147," "," "," "
2019,"MISSISSIPPI, NORTHEAST, TIPPAH",28,30,139,YEAR,"CORN, GRAIN","3,400","563,000",165.6," "," "," "
2019,"MISSISSIPPI, NORTHEAST, UNION",28,30,145,YEAR,"CORN, GRAIN","3,100","482,000",155.5," "," "," "
2019,"MISSISSIPPI, SOUTH CENTRAL, JEFFERSON DAVIS",28,80,065,YEAR,"CORN, GRAIN",450,"62,000",137.8," "," "," "
2019,"MISSISSIPPI, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",28,80," ",YEAR,"CORN, GRAIN","2,850","406,000",142.5," "," "," "
2019,"MISSISSIPPI, SOUTH CENTRAL, WALTHALL",28,80,147,YEAR,"CORN, GRAIN","1,300","180,000",138.5," "," "," "
2019,"MISSISSIPPI, SOUTHEAST AND COASTAL, JONES",28,90,067,YEAR,"CORN, GRAIN","1,090","141,000",129.4," "," "," "
2019,"MISSISSIPPI, SOUTHEAST AND COASTAL, NEWTON",28,90,101,YEAR,"CORN, GRAIN",300,"40,000",133.3," "," "," "
2019,"MISSISSIPPI, SOUTHEAST AND COASTAL, OTHER (COMBINED) COUNTIES",28,90," ",YEAR,"CORN, GRAIN","3,410","422,000",123.8," "," "," "
2019,"MISSISSIPPI, SOUTHWEST, ADAMS",28,70,001,YEAR,"CORN, GRAIN","1,500","288,000",192," "," "," "
2019,"MISSISSIPPI, SOUTHWEST, CLAIBORNE",28,70,021,YEAR,"CORN, GRAIN","2,250","389,000",172.9," "," "," "
2019,"MISSISSIPPI, SOUTHWEST, HINDS",28,70,049,YEAR,"CORN, GRAIN","7,700","1,122,000",145.7," "," "," "
2019,"MISSISSIPPI, SOUTHWEST, OTHER (COMBINED) COUNTIES",28,70," ",YEAR,"CORN, GRAIN","5,150","845,000",164.1," "," "," "
2019,"MISSISSIPPI, UPPER DELTA, BOLIVAR",28,10,011,YEAR,"CORN, GRAIN","40,100","7,202,000",179.6," "," "," "
2019,"MISSISSIPPI, UPPER DELTA, COAHOMA",28,10,027,YEAR,"CORN, GRAIN","24,500","4,369,000",178.3," "," "," "
2019,"MISSISSIPPI, UPPER DELTA, QUITMAN",28,10,119,YEAR,"CORN, GRAIN","6,900","1,240,000",179.7," "," "," "
2019,"MISSISSIPPI, UPPER DELTA, TALLAHATCHIE",28,10,135,YEAR,"CORN, GRAIN","29,000","5,416,000",186.8," "," "," "
2019,"MISSISSIPPI, UPPER DELTA, TUNICA",28,10,143,YEAR,"CORN, GRAIN","10,500","1,825,000",173.8," "," "," "
2019,"MISSOURI, CENTRAL, BOONE",29,50,019,YEAR,"CORN, GRAIN","18,700","3,156,000",168.8," "," "," "
2019,"MISSOURI, CENTRAL, DALLAS",29,50,059,YEAR,"CORN, GRAIN",500,"57,000",114," "," "," "
2019,"MISSOURI, CENTRAL, LACLEDE",29,50,105,YEAR,"CORN, GRAIN",900,"123,000",136.7," "," "," "
2019,"MISSOURI, CENTRAL, MARIES",29,50,125,YEAR,"CORN, GRAIN","1,500","187,000",124.7," "," "," "
2019,"MISSOURI, CENTRAL, MILLER",29,50,131,YEAR,"CORN, GRAIN","2,400","357,000",148.8," "," "," "
2019,"MISSOURI, CENTRAL, MONITEAU",29,50,135,YEAR,"CORN, GRAIN","13,100","1,888,000",144.1," "," "," "
2019,"MISSOURI, CENTRAL, MORGAN",29,50,141,YEAR,"CORN, GRAIN","6,200","936,000",151," "," "," "
2019,"MISSOURI, CENTRAL, OSAGE",29,50,151,YEAR,"CORN, GRAIN","6,100","808,000",132.5," "," "," "
2019,"MISSOURI, CENTRAL, OTHER (COMBINED) COUNTIES",29,50," ",YEAR,"CORN, GRAIN","201,200","32,538,000",161.7," "," "," "
2019,"MISSOURI, CENTRAL, POLK",29,50,167,YEAR,"CORN, GRAIN","3,100","504,000",162.6," "," "," "
2019,"MISSOURI, CENTRAL, SALINE",29,50,195,YEAR,"CORN, GRAIN","134,300","25,856,000",192.5," "," "," "
2019,"MISSOURI, EAST, FRANKLIN",29,60,071,YEAR,"CORN, GRAIN","14,400","2,237,000",155.3," "," "," "
2019,"MISSOURI, EAST, GASCONADE",29,60,073,YEAR,"CORN, GRAIN","5,500","754,000",137.1," "," "," "
2019,"MISSOURI, EAST, JEFFERSON",29,60,099,YEAR,"CORN, GRAIN","2,800","371,000",132.5," "," "," "
2019,"MISSOURI, EAST, OTHER (COMBINED) COUNTIES",29,60," ",YEAR,"CORN, GRAIN","98,800","14,769,000",149.5," "," "," "
2019,"MISSOURI, EAST, ST CHARLES",29,60,183,YEAR,"CORN, GRAIN","18,000","3,138,000",174.3," "," "," "
2019,"MISSOURI, EAST, STE GENEVIEVE",29,60,186,YEAR,"CORN, GRAIN","7,700","1,167,000",151.6," "," "," "
2019,"MISSOURI, EAST, WARREN",29,60,219,YEAR,"CORN, GRAIN","13,800","2,073,000",150.2," "," "," "
2019,"MISSOURI, NORTH CENTRAL, ADAIR",29,20,001,YEAR,"CORN, GRAIN","18,200","2,439,000",134," "," "," "
2019,"MISSOURI, NORTH CENTRAL, CARROLL",29,20,033,YEAR,"CORN, GRAIN","54,600","7,950,000",145.6," "," "," "
2019,"MISSOURI, NORTH CENTRAL, LIVINGSTON",29,20,117,YEAR,"CORN, GRAIN","28,100","3,549,000",126.3," "," "," "
2019,"MISSOURI, NORTH CENTRAL, OTHER (COMBINED) COUNTIES",29,20," ",YEAR,"CORN, GRAIN","203,000","27,764,000",136.8," "," "," "
2019,"MISSOURI, NORTH CENTRAL, RANDOLPH",29,20,175,YEAR,"CORN, GRAIN","24,300","3,840,000",158," "," "," "
2019,"MISSOURI, NORTH CENTRAL, SULLIVAN",29,20,211,YEAR,"CORN, GRAIN","16,800","2,075,000",123.5," "," "," "
2019,"MISSOURI, NORTHEAST, AUDRAIN",29,30,007,YEAR,"CORN, GRAIN","94,000","15,869,000",168.8," "," "," "
2019,"MISSOURI, NORTHEAST, MARION",29,30,127,YEAR,"CORN, GRAIN","45,500","7,503,000",164.9," "," "," "
2019,"MISSOURI, NORTHEAST, OTHER (COMBINED) COUNTIES",29,30," ",YEAR,"CORN, GRAIN","342,100","49,958,000",146," "," "," "
2019,"MISSOURI, NORTHEAST, RALLS",29,30,173,YEAR,"CORN, GRAIN","44,400","6,981,000",157.2," "," "," "
2019,"MISSOURI, NORTHWEST, CLINTON",29,10,049,YEAR,"CORN, GRAIN","43,900","6,110,000",139.2," "," "," "
2019,"MISSOURI, NORTHWEST, DE KALB",29,10,063,YEAR,"CORN, GRAIN","40,500","5,105,000",126," "," "," "
2019,"MISSOURI, NORTHWEST, GENTRY",29,10,075,YEAR,"CORN, GRAIN","35,700","4,529,000",126.9," "," "," "
2019,"MISSOURI, NORTHWEST, OTHER (COMBINED) COUNTIES",29,10," ",YEAR,"CORN, GRAIN","538,600","84,832,000",157.5," "," "," "
2019,"MISSOURI, NORTHWEST, PLATTE",29,10,165,YEAR,"CORN, GRAIN","32,900","4,823,000",146.6," "," "," "
2019,"MISSOURI, NORTHWEST, RAY",29,10,177,YEAR,"CORN, GRAIN","33,400","5,009,000",150," "," "," "
2019,"MISSOURI, SOUTH CENTRAL, BOLLINGER",29,80,017,YEAR,"CORN, GRAIN","10,700","1,685,000",157.5," "," "," "
2019,"MISSOURI, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",29,80," ",YEAR,"CORN, GRAIN","5,700","852,000",149.5," "," "," "
2019,"MISSOURI, SOUTH CENTRAL, TEXAS",29,80,215,YEAR,"CORN, GRAIN",300,"38,000",126.7," "," "," "
2019,"MISSOURI, SOUTH CENTRAL, WEBSTER",29,80,225,YEAR,"CORN, GRAIN","1,300","208,000",160," "," "," "
2019,"MISSOURI, SOUTHEAST, BUTLER",29,90,023,YEAR,"CORN, GRAIN","27,000","4,369,000",161.8," "," "," "
2019,"MISSOURI, SOUTHEAST, DUNKLIN",29,90,069,YEAR,"CORN, GRAIN","28,300","5,110,000",180.6," "," "," "
2019,"MISSOURI, SOUTHEAST, MISSISSIPPI",29,90,133,YEAR,"CORN, GRAIN","36,800","5,605,000",152.3," "," "," "
2019,"MISSOURI, SOUTHEAST, NEW MADRID",29,90,143,YEAR,"CORN, GRAIN","53,100","9,174,000",172.8," "," "," "
2019,"MISSOURI, SOUTHEAST, OTHER (COMBINED) COUNTIES",29,90," ",YEAR,"CORN, GRAIN","46,800","7,436,000",158.9," "," "," "
2019,"MISSOURI, SOUTHEAST, SCOTT",29,90,201,YEAR,"CORN, GRAIN","61,200","10,663,000",174.2," "," "," "
2019,"MISSOURI, SOUTHEAST, STODDARD",29,90,207,YEAR,"CORN, GRAIN","74,800","12,718,000",170," "," "," "
2019,"MISSOURI, SOUTHWEST, BARRY",29,70,009,YEAR,"CORN, GRAIN","5,300","786,000",148.3," "," "," "
2019,"MISSOURI, SOUTHWEST, BARTON",29,70,011,YEAR,"CORN, GRAIN","55,000","7,785,000",141.5," "," "," "
2019,"MISSOURI, SOUTHWEST, DADE",29,70,057,YEAR,"CORN, GRAIN","17,700","2,176,000",122.9," "," "," "
2019,"MISSOURI, SOUTHWEST, NEWTON",29,70,145,YEAR,"CORN, GRAIN","5,800","872,000",150.3," "," "," "
2019,"MISSOURI, SOUTHWEST, OTHER (COMBINED) COUNTIES",29,70," ",YEAR,"CORN, GRAIN","45,200","6,011,000",133," "," "," "
2019,"MISSOURI, WEST, BATES",29,40,013,YEAR,"CORN, GRAIN","68,300","10,952,000",160.4," "," "," "
2019,"MISSOURI, WEST, CEDAR",29,40,039,YEAR,"CORN, GRAIN","4,100","539,000",131.5," "," "," "
2019,"MISSOURI, WEST, JACKSON",29,40,095,YEAR,"CORN, GRAIN","14,900","2,354,000",158," "," "," "
2019,"MISSOURI, WEST, LAFAYETTE",29,40,107,YEAR,"CORN, GRAIN","97,200","17,994,000",185.1," "," "," "
2019,"MISSOURI, WEST, OTHER (COMBINED) COUNTIES",29,40," ",YEAR,"CORN, GRAIN","159,500","23,130,000",145," "," "," "
2019,"MISSOURI, WEST, ST CLAIR",29,40,185,YEAR,"CORN, GRAIN","16,000","2,188,000",136.8," "," "," "
2019,"NEBRASKA, CENTRAL, BUFFALO",31,50,019,YEAR,"CORN, GRAIN","208,500","40,749,000",195.4," "," "," "
2019,"NEBRASKA, CENTRAL, CUSTER",31,50,041,YEAR,"CORN, GRAIN","240,000","45,159,000",188.2," "," "," "
2019,"NEBRASKA, CENTRAL, DAWSON",31,50,047,YEAR,"CORN, GRAIN","200,000","39,377,000",196.9," "," "," "
2019,"NEBRASKA, CENTRAL, GREELEY",31,50,077,YEAR,"CORN, GRAIN","77,800","14,921,000",191.8," "," "," "
2019,"NEBRASKA, CENTRAL, HALL",31,50,079,YEAR,"CORN, GRAIN","185,500","33,459,000",180.4," "," "," "
2019,"NEBRASKA, CENTRAL, HOWARD",31,50,093,YEAR,"CORN, GRAIN","103,800","19,017,000",183.2," "," "," "
2019,"NEBRASKA, CENTRAL, SHERMAN",31,50,163,YEAR,"CORN, GRAIN","79,100","14,696,000",185.8," "," "," "
2019,"NEBRASKA, CENTRAL, VALLEY",31,50,175,YEAR,"CORN, GRAIN","69,300","12,045,000",173.8," "," "," "
2019,"NEBRASKA, EAST, BUTLER",31,60,023,YEAR,"CORN, GRAIN","148,800","28,595,000",192.2," "," "," "
2019,"NEBRASKA, EAST, CASS",31,60,025,YEAR,"CORN, GRAIN","124,800","21,930,000",175.7," "," "," "
2019,"NEBRASKA, EAST, COLFAX",31,60,037,YEAR,"CORN, GRAIN","109,800","22,118,000",201.4," "," "," "
2019,"NEBRASKA, EAST, DODGE",31,60,053,YEAR,"CORN, GRAIN","138,100","27,367,000",198.2," "," "," "
2019,"NEBRASKA, EAST, DOUGLAS",31,60,055,YEAR,"CORN, GRAIN","24,000","4,503,000",187.6," "," "," "
2019,"NEBRASKA, EAST, HAMILTON",31,60,081,YEAR,"CORN, GRAIN","207,000","44,487,000",214.9," "," "," "
2019,"NEBRASKA, EAST, LANCASTER",31,60,109,YEAR,"CORN, GRAIN","139,100","22,004,000",158.2," "," "," "
2019,"NEBRASKA, EAST, MERRICK",31,60,121,YEAR,"CORN, GRAIN","112,700","19,702,000",174.8," "," "," "
2019,"NEBRASKA, EAST, NANCE",31,60,125,YEAR,"CORN, GRAIN","80,900","15,581,000",192.6," "," "," "
2019,"NEBRASKA, EAST, OTHER (COMBINED) COUNTIES",31,60," ",YEAR,"CORN, GRAIN","151,300","30,856,000",203.9," "," "," "
2019,"NEBRASKA, EAST, PLATTE",31,60,141,YEAR,"CORN, GRAIN","199,300","42,078,000",211.1," "," "," "
2019,"NEBRASKA, EAST, SAUNDERS",31,60,155,YEAR,"CORN, GRAIN","180,800","35,675,000",197.3," "," "," "
2019,"NEBRASKA, EAST, SEWARD",31,60,159,YEAR,"CORN, GRAIN","145,900","28,173,000",193.1," "," "," "
2019,"NEBRASKA, EAST, WASHINGTON",31,60,177,YEAR,"CORN, GRAIN","80,000","14,039,000",175.5," "," "," "
2019,"NEBRASKA, EAST, YORK",31,60,185,YEAR,"CORN, GRAIN","220,500","45,543,000",206.5," "," "," "
2019,"NEBRASKA, NORTH, BOYD",31,20,015,YEAR,"CORN, GRAIN","28,900","4,543,000",157.2," "," "," "
2019,"NEBRASKA, NORTH, BROWN",31,20,017,YEAR,"CORN, GRAIN","41,800","8,660,000",207.2," "," "," "
2019,"NEBRASKA, NORTH, GARFIELD",31,20,071,YEAR,"CORN, GRAIN","10,400","1,941,000",186.6," "," "," "
2019,"NEBRASKA, NORTH, HOLT",31,20,089,YEAR,"CORN, GRAIN","163,600","33,566,000",205.2," "," "," "
2019,"NEBRASKA, NORTH, KEYA PAHA",31,20,103,YEAR,"CORN, GRAIN","16,100","3,266,000",202.9," "," "," "
2019,"NEBRASKA, NORTH, LOGAN",31,20,113,YEAR,"CORN, GRAIN","25,700","4,732,000",184.1," "," "," "
2019,"NEBRASKA, NORTH, OTHER (COMBINED) COUNTIES",31,20," ",YEAR,"CORN, GRAIN","61,700","10,994,000",178.2," "," "," "
2019,"NEBRASKA, NORTH, ROCK",31,20,149,YEAR,"CORN, GRAIN","23,800","4,791,000",201.3," "," "," "
2019,"NEBRASKA, NORTHEAST, ANTELOPE",31,30,003,YEAR,"CORN, GRAIN","210,000","44,127,000",210.1," "," "," "
2019,"NEBRASKA, NORTHEAST, BOONE",31,30,011,YEAR,"CORN, GRAIN","173,600","35,732,000",205.8," "," "," "
2019,"NEBRASKA, NORTHEAST, BURT",31,30,021,YEAR,"CORN, GRAIN","122,600","23,399,000",190.9," "," "," "
2019,"NEBRASKA, NORTHEAST, CEDAR",31,30,027,YEAR,"CORN, GRAIN","186,400","38,063,000",204.2," "," "," "
2019,"NEBRASKA, NORTHEAST, CUMING",31,30,039,YEAR,"CORN, GRAIN","148,900","30,461,000",204.6," "," "," "
2019,"NEBRASKA, NORTHEAST, KNOX",31,30,107,YEAR,"CORN, GRAIN","139,800","27,230,000",194.8," "," "," "
2019,"NEBRASKA, NORTHEAST, MADISON",31,30,119,YEAR,"CORN, GRAIN","138,500","27,660,000",199.7," "," "," "
2019,"NEBRASKA, NORTHEAST, OTHER (COMBINED) COUNTIES",31,30," ",YEAR,"CORN, GRAIN","180,800","35,499,000",196.3," "," "," "
2019,"NEBRASKA, NORTHEAST, PIERCE",31,30,139,YEAR,"CORN, GRAIN","137,800","27,094,000",196.6," "," "," "
2019,"NEBRASKA, NORTHEAST, STANTON",31,30,167,YEAR,"CORN, GRAIN","98,000","19,308,000",197," "," "," "
2019,"NEBRASKA, NORTHEAST, THURSTON",31,30,173,YEAR,"CORN, GRAIN","100,000","19,548,000",195.5," "," "," "
2019,"NEBRASKA, NORTHEAST, WAYNE",31,30,179,YEAR,"CORN, GRAIN","123,600","24,597,000",199," "," "," "
2019,"NEBRASKA, NORTHWEST, BOX BUTTE",31,10,013,YEAR,"CORN, GRAIN","82,300","12,377,000",150.4," "," "," "
2019,"NEBRASKA, NORTHWEST, DEUEL",31,10,049,YEAR,"CORN, GRAIN","51,600","5,663,000",109.7," "," "," "
2019,"NEBRASKA, NORTHWEST, MORRILL",31,10,123,YEAR,"CORN, GRAIN","68,900","10,976,000",159.3," "," "," "
2019,"NEBRASKA, NORTHWEST, OTHER (COMBINED) COUNTIES",31,10," ",YEAR,"CORN, GRAIN","230,200","26,277,000",114.1," "," "," "
2019,"NEBRASKA, NORTHWEST, SCOTTS BLUFF",31,10,157,YEAR,"CORN, GRAIN","76,100","11,496,000",151.1," "," "," "
2019,"NEBRASKA, NORTHWEST, SIOUX",31,10,165,YEAR,"CORN, GRAIN","13,900","2,394,000",172.2," "," "," "
2019,"NEBRASKA, SOUTH, ADAMS",31,80,001,YEAR,"CORN, GRAIN","183,700","35,981,000",195.9," "," "," "
2019,"NEBRASKA, SOUTH, FRANKLIN",31,80,061,YEAR,"CORN, GRAIN","105,200","19,347,000",183.9," "," "," "
2019,"NEBRASKA, SOUTH, FURNAS",31,80,065,YEAR,"CORN, GRAIN","140,400","18,791,000",133.8," "," "," "
2019,"NEBRASKA, SOUTH, HARLAN",31,80,083,YEAR,"CORN, GRAIN","116,900","20,441,000",174.9," "," "," "
2019,"NEBRASKA, SOUTH, KEARNEY",31,80,099,YEAR,"CORN, GRAIN","163,600","34,221,000",209.2," "," "," "
2019,"NEBRASKA, SOUTH, OTHER (COMBINED) COUNTIES",31,80," ",YEAR,"CORN, GRAIN","200,400","36,140,000",180.3," "," "," "
2019,"NEBRASKA, SOUTH, PHELPS",31,80,137,YEAR,"CORN, GRAIN","190,800","40,885,000",214.3," "," "," "
2019,"NEBRASKA, SOUTHEAST, CLAY",31,90,035,YEAR,"CORN, GRAIN","182,000","34,867,000",191.6," "," "," "
2019,"NEBRASKA, SOUTHEAST, FILLMORE",31,90,059,YEAR,"CORN, GRAIN","194,700","40,203,000",206.5," "," "," "
2019,"NEBRASKA, SOUTHEAST, GAGE",31,90,067,YEAR,"CORN, GRAIN","183,700","29,226,000",159.1," "," "," "
2019,"NEBRASKA, SOUTHEAST, JEFFERSON",31,90,095,YEAR,"CORN, GRAIN","119,100","21,407,000",179.7," "," "," "
2019,"NEBRASKA, SOUTHEAST, JOHNSON",31,90,097,YEAR,"CORN, GRAIN","63,800","8,684,000",136.1," "," "," "
2019,"NEBRASKA, SOUTHEAST, NEMAHA",31,90,127,YEAR,"CORN, GRAIN","83,200","13,816,000",166.1," "," "," "
2019,"NEBRASKA, SOUTHEAST, NUCKOLLS",31,90,129,YEAR,"CORN, GRAIN","133,400","25,107,000",188.2," "," "," "
2019,"NEBRASKA, SOUTHEAST, OTOE",31,90,131,YEAR,"CORN, GRAIN","131,300","20,626,000",157.1," "," "," "
2019,"NEBRASKA, SOUTHEAST, PAWNEE",31,90,133,YEAR,"CORN, GRAIN","61,700","7,946,000",128.8," "," "," "
2019,"NEBRASKA, SOUTHEAST, RICHARDSON",31,90,147,YEAR,"CORN, GRAIN","105,400","16,991,000",161.2," "," "," "
2019,"NEBRASKA, SOUTHEAST, SALINE",31,90,151,YEAR,"CORN, GRAIN","151,700","28,229,000",186.1," "," "," "
2019,"NEBRASKA, SOUTHEAST, THAYER",31,90,169,YEAR,"CORN, GRAIN","161,000","29,539,000",183.5," "," "," "
2019,"NEBRASKA, SOUTHWEST, CHASE",31,70,029,YEAR,"CORN, GRAIN","169,600","26,732,000",157.6," "," "," "
2019,"NEBRASKA, SOUTHWEST, FRONTIER",31,70,063,YEAR,"CORN, GRAIN","123,100","18,310,000",148.7," "," "," "
2019,"NEBRASKA, SOUTHWEST, HAYES",31,70,085,YEAR,"CORN, GRAIN","85,900","10,740,000",125," "," "," "
2019,"NEBRASKA, SOUTHWEST, LINCOLN",31,70,111,YEAR,"CORN, GRAIN","209,000","37,104,000",177.5," "," "," "
2019,"NEBRASKA, SOUTHWEST, OTHER (COMBINED) COUNTIES",31,70," ",YEAR,"CORN, GRAIN","308,600","45,238,000",146.6," "," "," "
2019,"NEBRASKA, SOUTHWEST, PERKINS",31,70,135,YEAR,"CORN, GRAIN","240,000","29,700,000",123.8," "," "," "
2019,"NEBRASKA, SOUTHWEST, RED WILLOW",31,70,145,YEAR,"CORN, GRAIN","119,800","18,681,000",155.9," "," "," "
2019,"NEW YORK, CENTRAL, CAYUGA",36,50,011,YEAR,"CORN, GRAIN","44,200","6,981,000",157.9," "," "," "
2019,"NEW YORK, CENTRAL, CORTLAND",36,50,023,YEAR,"CORN, GRAIN","4,300","678,000",157.7," "," "," "
2019,"NEW YORK, CENTRAL, HERKIMER",36,50,043,YEAR,"CORN, GRAIN","9,000","1,331,000",147.9," "," "," "
2019,"NEW YORK, CENTRAL, MADISON",36,50,053,YEAR,"CORN, GRAIN","11,200","1,560,000",139.3," "," "," "
2019,"NEW YORK, CENTRAL, ONEIDA",36,50,065,YEAR,"CORN, GRAIN","18,000","2,779,000",154.4," "," "," "
2019,"NEW YORK, CENTRAL, ONONDAGA",36,50,067,YEAR,"CORN, GRAIN","19,600","3,086,000",157.4," "," "," "
2019,"NEW YORK, CENTRAL, OTHER (COMBINED) COUNTIES",36,50," ",YEAR,"CORN, GRAIN","10,700","1,313,000",122.7," "," "," "
2019,"NEW YORK, CENTRAL, OTSEGO",36,50,077,YEAR,"CORN, GRAIN","7,600","964,000",126.8," "," "," "
2019,"NEW YORK, EASTERN, OTHER (COMBINED) COUNTIES",36,60," ",YEAR,"CORN, GRAIN","14,200","2,348,000",165.4," "," "," "
2019,"NEW YORK, EASTERN, RENSSELAER",36,60,083,YEAR,"CORN, GRAIN","8,600","1,420,000",165.1," "," "," "
2019,"NEW YORK, EASTERN, WASHINGTON",36,60,115,YEAR,"CORN, GRAIN","8,400","1,276,000",151.9," "," "," "
2019,"NEW YORK, LONG ISLAND, SUFFOLK",36,91,103,YEAR,"CORN, GRAIN",500,"59,000",118," "," "," "
2019,"NEW YORK, NORTHERN, JEFFERSON",36,20,045,YEAR,"CORN, GRAIN","11,000","1,295,000",117.7," "," "," "
2019,"NEW YORK, NORTHERN, LEWIS",36,20,049,YEAR,"CORN, GRAIN","6,500","780,000",120," "," "," "
2019,"NEW YORK, NORTHERN, ST LAWRENCE",36,20,089,YEAR,"CORN, GRAIN","8,800","1,143,000",129.9," "," "," "
2019,"NEW YORK, SOUTHEAST, COLUMBIA",36,90,021,YEAR,"CORN, GRAIN","6,000","964,000",160.7," "," "," "
2019,"NEW YORK, SOUTHEAST, DUTCHESS",36,90,027,YEAR,"CORN, GRAIN","5,000","819,000",163.8," "," "," "
2019,"NEW YORK, SOUTHEAST, ORANGE",36,90,071,YEAR,"CORN, GRAIN","2,600","372,000",143.1," "," "," "
2019,"NEW YORK, SOUTHEAST, OTHER (COMBINED) COUNTIES",36,90," ",YEAR,"CORN, GRAIN","1,800","285,000",158.3," "," "," "
