YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in $","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in TONS","YIELD in TONS / ACRE","AREA PLANTED in ACRES","PRICE RECEIVED in $ / BU"
2013,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.52
2013,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","860,000","605,715,000","122,120,000",142," "," "," "," "
2013,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.96
2013,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","3,600,000","1,548,360,000","396,000,000",110," "," "," "," "
2013,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.91
2013,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,740,000","2,869,852,000","650,760,000",174," "," "," "," "
2013,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.41
2013,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","310,000","228,796,000","44,950,000",145," "," "," "," "
2013,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.09
2013,OREGON,41," "," ",YEAR,"CORN, GRAIN","36,000","36,818,000","6,768,000",188," "," "," "," "
2013,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.44
2013,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","1,090,000","711,356,000","159,140,000",146," "," "," "," "
2013,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.47
2013,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","335,000","201,814,000","43,215,000",129," "," "," "," "
2013,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.67
2013,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","5,860,000","3,251,421,000","802,820,000",137," "," "," "," "
2013,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.05
2013,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","810,000","615,373,000","126,360,000",156," "," "," "," "
2013,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.87
2013,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,950,000","1,363,128,000","265,200,000",136," "," "," "," "
2013,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.14
2013,UTAH,49," "," ",YEAR,"CORN, GRAIN","31,000","28,827,000","5,270,000",170," "," "," "," "
2013,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.47
2013,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","360,000","266,112,000","55,440,000",154," "," "," "," "
2013,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.8
2013,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","105,000","119,422,000","22,575,000",215," "," "," "," "
2013,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.29
2013,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","36,000","24,872,000","5,292,000",147," "," "," "," "
2013,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.7
2013,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","3,030,000","1,924,353,000","439,350,000",145," "," "," "," "
2013,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.38
2013,WYOMING,56," "," ",YEAR,"CORN, GRAIN","67,000","34,717,000","8,509,000",127," "," "," "," "
2013,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.08
2014,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","285,000","169,931,000","45,315,000",159," "," "," "," "
2014,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.75
2014,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","28,000","31,517,000","5,880,000",210," "," "," "," "
2014,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.36
2014,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","530,000","409,324,000","99,110,000",187," "," "," "," "
2014,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.13
2014,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","95,000","75,397,000","15,675,000",165," "," "," "," "
2014,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.81
2014,COLORADO,08," "," ",YEAR,"CORN, GRAIN","1,010,000","582,467,000","147,460,000",146," "," "," "," "
2014,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.95
2014,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","168,000","128,688,000","33,600,000",200," "," "," "," "
2014,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.83
2014,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","40,000","19,710,000","5,400,000",135," "," "," "," "
2014,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.65
2014,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","310,000","219,759,000","52,700,000",170," "," "," "," "
2014,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.17
2014,IDAHO,16," "," ",YEAR,"CORN, GRAIN","80,000","66,560,000","16,000,000",200," "," "," "," "
2014,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.16
2014,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,750,000","8,718,500,000","2,350,000,000",200," "," "," "," "
2014,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.71
2014,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,770,000","4,067,850,000","1,084,760,000",188," "," "," "," "
2014,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.75
2014,IOWA,19," "," ",YEAR,"CORN, GRAIN","13,300,000","8,783,054,000","2,367,400,000",178," "," "," "," "
2014,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.71
2014,KANSAS,20," "," ",YEAR,"CORN, GRAIN","3,800,000","2,140,236,000","566,200,000",149," "," "," "," "
2014,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.78
2014,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,430,000","890,204,000","225,940,000",158," "," "," "," "
2014,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.94
2014,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","390,000","296,186,000","71,370,000",183," "," "," "," "
2014,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.15
2014,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","430,000","285,198,000","75,250,000",175," "," "," "," "
2014,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.79
2014,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","2,210,000","1,298,707,000","355,810,000",161," "," "," "," "
2014,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.65
2014,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","7,550,000","4,216,524,000","1,177,800,000",156," "," "," "," "
2014,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.58
2014,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","485,000","380,434,000","89,725,000",185," "," "," "," "
2014,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.24
2014,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","3,380,000","2,225,527,000","628,680,000",186," "," "," "," "
2014,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.54
2014,MONTANA,30," "," ",YEAR,"CORN, GRAIN","75,000","28,275,000","7,500,000",100," "," "," "," "
2014,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.77
2014,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","8,950,000","6,039,729,000","1,602,050,000",179," "," "," "," "
2014,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.77
2014,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","79,000","47,131,000","12,403,000",157," "," "," "," "
2014,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.8
2014,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","48,000","40,716,000","9,360,000",195," "," "," "," "
2014,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.35
2014,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","680,000","413,630,000","100,640,000",148," "," "," "," "
2014,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2014,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","780,000","431,402,000","102,960,000",132," "," "," "," "
2014,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.19
2014,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","2,530,000","1,047,825,000","313,720,000",124," "," "," "," "
2014,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.34
2014,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,480,000","2,315,174,000","612,480,000",176," "," "," "," "
2014,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.78
2014,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","290,000","175,209,000","42,630,000",147," "," "," "," "
2014,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2014,OREGON,41," "," ",YEAR,"CORN, GRAIN","39,000","32,975,000","7,410,000",190," "," "," "," "
2014,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.45
2014,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","1,030,000","618,618,000","158,620,000",154," "," "," "," "
2014,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2014,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","280,000","127,764,000","32,760,000",117," "," "," "," "
2014,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2014,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","5,320,000","2,629,782,000","787,360,000",148," "," "," "," "
2014,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.34
2014,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","840,000","537,667,000","141,120,000",168," "," "," "," "
2014,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.81
2014,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,990,000","1,301,778,000","294,520,000",148," "," "," "," "
2014,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.42
2014,UTAH,49," "," ",YEAR,"CORN, GRAIN","28,000","18,502,000","4,480,000",160," "," "," "," "
2014,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.13
2014,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","350,000","197,925,000","50,750,000",145," "," "," "," "
2014,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2014,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","110,000","115,885,000","23,650,000",215," "," "," "," "
2014,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.9
2014,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","36,000","20,651,000","5,364,000",149," "," "," "," "
2014,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.85
2014,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","3,110,000","1,780,537,000","485,160,000",156," "," "," "," "
2014,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.67
2014,WYOMING,56," "," ",YEAR,"CORN, GRAIN","60,000","31,464,000","8,280,000",138," "," "," "," "
2014,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.8
2015,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","245,000","134,696,000","36,015,000",147," "," "," "," "
2015,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.74
2015,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","36,000","37,649,000","7,560,000",210," "," "," "," "
2015,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.98
2015,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","445,000","331,040,000","80,545,000",181," "," "," "," "
2015,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2015,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","60,000","41,354,000","9,420,000",157," "," "," "," "
2015,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.39
2015,COLORADO,08," "," ",YEAR,"CORN, GRAIN","950,000","497,781,000","134,900,000",142," "," "," "," "
2015,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2015,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","164,000","122,173,000","31,488,000",192," "," "," "," "
2015,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.88
2015,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","50,000","26,790,000","7,050,000",141," "," "," "," "
2015,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.8
2015,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","285,000","190,067,000","48,735,000",171," "," "," "," "
2015,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2015,IDAHO,16," "," ",YEAR,"CORN, GRAIN","70,000","68,248,000","14,490,000",207," "," "," "," "
2015,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.71
2015,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,500,000","7,426,125,000","2,012,500,000",175," "," "," "," "
2015,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2015,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,480,000","3,222,240,000","822,000,000",150," "," "," "," "
2015,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.92
2015,IOWA,19," "," ",YEAR,"CORN, GRAIN","13,050,000","8,819,712,000","2,505,600,000",192," "," "," "," "
2015,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.52
2015,KANSAS,20," "," ",YEAR,"CORN, GRAIN","3,920,000","2,140,790,000","580,160,000",148," "," "," "," "
2015,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2015,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,310,000","874,242,000","225,320,000",172," "," "," "," "
2015,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.88
2015,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","390,000","266,760,000","66,690,000",171," "," "," "," "
2015,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4
2015,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","380,000","241,802,000","62,320,000",164," "," "," "," "
2015,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.88
2015,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","2,070,000","1,217,284,000","335,340,000",162," "," "," "," "
2015,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.63
2015,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","7,600,000","4,815,056,000","1,428,800,000",188," "," "," "," "
2015,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.37
2015,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","490,000","343,858,000","85,750,000",175," "," "," "," "
2015,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.01
2015,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","3,080,000","1,613,858,000","437,360,000",142," "," "," "," "
2015,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2015,MONTANA,30," "," ",YEAR,"CORN, GRAIN","50,000","22,055,000","5,500,000",110," "," "," "," "
2015,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.01
2015,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","9,150,000","6,043,118,000","1,692,750,000",185," "," "," "," "
2015,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.57
2015,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","72,000","40,748,000","10,584,000",147," "," "," "," "
2015,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.85
2015,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","40,000","32,976,000","7,200,000",180," "," "," "," "
2015,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.58
2015,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","590,000","338,324,000","84,370,000",143," "," "," "," "
2015,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.01
2015,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","730,000","356,357,000","82,490,000",113," "," "," "," "
2015,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.32
2015,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","2,560,000","1,074,790,000","327,680,000",128," "," "," "," "
2015,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.28
2015,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,260,000","1,940,254,000","498,780,000",153," "," "," "," "
2015,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.89
2015,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","280,000","141,952,000","36,120,000",129," "," "," "," "
2015,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.93
2015,OREGON,41," "," ",YEAR,"CORN, GRAIN","30,000","22,560,000","5,640,000",188," "," "," "," "
2015,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4
2015,"OTHER STATES"," "," "," ",YEAR,"CORN, GRAIN",0," ",0,0," "," "," "," "
2015,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","940,000","548,575,000","138,180,000",147," "," "," "," "
2015,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.97
2015,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","260,000","98,171,000","24,180,000",93," "," "," "," "
2015,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.06
2015,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","5,030,000","2,639,241,000","799,770,000",159," "," "," "," "
2015,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.3
2015,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","730,000","457,856,000","116,800,000",160," "," "," "," "
2015,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.92
2015,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,970,000","1,116,990,000","265,950,000",135," "," "," "," "
2015,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.2
2015,UTAH,49," "," ",YEAR,"CORN, GRAIN","17,000","13,764,000","2,941,000",173," "," "," "," "
2015,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.68
2015,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","300,000","195,615,000","48,300,000",161," "," "," "," "
2015,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.05
2015,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","75,000","69,338,000","16,125,000",215," "," "," "," "
2015,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.3
2015,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","35,000","20,461,000","5,180,000",148," "," "," "," "
2015,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.95
2015,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","3,000,000","1,702,320,000","492,000,000",164," "," "," "," "
2015,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.46
2015,WYOMING,56," "," ",YEAR,"CORN, GRAIN","59,000","32,271,000","9,381,000",159," "," "," "," "
2015,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.44
2016,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","315,000","137,214,000","37,800,000",120," "," "," "," "
2016,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.63
2016,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","50,000","50,848,000","10,750,000",215," "," "," "," "
2016,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.73
2016,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","745,000","470,088,000","127,395,000",171," "," "," "," "
2016,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2016,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","100,000","86,765,000","18,500,000",185," "," "," "," "
2016,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.69
2016,COLORADO,08," "," ",YEAR,"CORN, GRAIN","1,170,000","548,192,000","160,290,000",137," "," "," "," "
2016,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.42
2016,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","164,000","114,029,000","27,880,000",170," "," "," "," "
2016,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.09
2016,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","40,000","22,794,000","5,800,000",145," "," "," "," "
2016,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.93
2016,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","340,000","217,668,000","56,100,000",165," "," "," "," "
2016,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.88
2016,IDAHO,16," "," ",YEAR,"CORN, GRAIN","100,000","83,472,000","18,800,000",188," "," "," "," "
2016,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.44
2016,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,450,000","7,736,880,000","2,255,650,000",197," "," "," "," "
2016,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.43
2016,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,470,000","3,435,105,000","946,310,000",173," "," "," "," "
2016,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.63
2016,IOWA,19," "," ",YEAR,"CORN, GRAIN","13,500,000","9,043,650,000","2,740,500,000",203," "," "," "," "
2016,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.3
2016,KANSAS,20," "," ",YEAR,"CORN, GRAIN","4,920,000","2,235,648,000","698,640,000",142," "," "," "," "
2016,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.2
2016,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,400,000","832,524,000","222,600,000",159," "," "," "," "
2016,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.74
2016,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","550,000","335,775,000","90,750,000",165," "," "," "," "
2016,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.7
2016,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","400,000","246,240,000","60,800,000",152," "," "," "," "
2016,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.05
2016,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","2,040,000","1,101,763,000","320,280,000",157," "," "," "," "
2016,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.44
2016,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","8,000,000","4,956,240,000","1,544,000,000",193," "," "," "," "
2016,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.21
2016,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","720,000","447,005,000","119,520,000",166," "," "," "," "
2016,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.74
2016,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","3,500,000","1,939,700,000","570,500,000",163," "," "," "," "
